                           Name,Observed.Clock.Today,Predicted.Clock.Today,Observed.ExtraVariables.Script.AccumTtemerg,Predicted.ExtraVariables.Script.AccumTtemerg,Observed.Potato.Leaf.Live.Wt,Predicted.Potato.Leaf.Live.Wt,Observed.Potato.Stem.Live.Wt,Predicted.Potato.Stem.Live.Wt,Observed.Potato.Tuber.Live.Wt,Predicted.Potato.Tuber.Live.Wt,Observed.Potato.Stem.Live.N,Predicted.Potato.Stem.Live.N,Observed.Potato.Tuber.Live.N,Predicted.Potato.Tuber.Live.N,Observed.Potato.Leaf.LAI,Predicted.Potato.Leaf.LAI,Observed.Potato.Leaf.SpecificArea,Predicted.Potato.Leaf.SpecificArea,Observed.PotatoHarvestRule.Script.FinalTag,Predicted.PotatoHarvestRule.Script.FinalTag,Observed.Potato.Tuber.LiveFWt,Predicted.Potato.Tuber.LiveFWt
        PotatoCultivarIlamHardy,          2004-03-30,           2004-03-30,                                           ,                                    1665.271,                       0.090,                        0.000,                      18.420,                      135.354,                     1627.210,                      1515.434,                      0.170,                       1.243,                      22.860,                       23.600,                   0.020,                    0.000,                        29620.000,                             0.000,                                          ,                                           ,                     8642.330,                      8419.076
        PotatoCultivarIlamHardy,          2004-04-13,           2004-04-13,                                           ,                                    1775.367,                       0.000,                        0.000,                       7.790,                      135.354,                     1583.010,                      1515.434,                           ,                       1.243,                            ,                       23.600,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                     8688.790,                      8419.076
        PotatoCultivarIlamHardy,          2004-06-01,           2004-06-01,                                           ,                                    2199.650,                            ,                        0.000,                            ,                      135.354,                     1516.670,                      1515.434,                           ,                       1.243,                      21.220,                       23.600,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     8466.150,                      8419.076
      PotatoCultivarJerseyBenny,          2003-11-24,           2003-11-24,                                           ,                                      77.463,                      13.930,                        4.264,                      14.920,                        5.175,                        0.000,                         0.000,                           ,                       0.297,                            ,                        0.000,                   0.190,                    0.152,                        13746.610,                         35725.095,                                          ,                                           ,                        0.000,                         0.000
      PotatoCultivarJerseyBenny,          2003-12-08,           2003-12-08,                                           ,                                     230.115,                      69.600,                       45.497,                      55.420,                       37.358,                       12.200,                         0.000,                           ,                       1.745,                            ,                        0.000,                   1.500,                    1.206,                        21117.939,                         26507.769,                                          ,                                           ,                       90.310,                         0.000
      PotatoCultivarJerseyBenny,          2003-12-21,           2003-12-21,                                           ,                                     389.440,                     131.880,                      119.924,                      80.780,                       77.272,                      162.430,                        85.160,                      2.990,                       3.262,                       3.260,                        1.757,                   2.850,                    2.957,                        21514.029,                         24655.944,                                          ,                                           ,                      962.380,                       619.591
      PotatoCultivarJerseyBenny,          2004-01-06,           2004-01-06,                                           ,                                     582.512,                     145.310,                      131.526,                      89.560,                      103.094,                      495.320,                       389.055,                           ,                       4.194,                            ,                        8.125,                   3.390,                    3.760,                        23043.551,                         28586.924,                                          ,                                           ,                     2505.570,                      2197.107
      PotatoCultivarJerseyBenny,          2004-01-19,           2004-01-19,                                           ,                                     756.156,                     142.600,                      122.822,                      95.570,                      117.990,                      789.650,                       665.129,                      2.190,                       3.720,                      12.070,                       12.293,                   3.250,                    3.502,                        22325.830,                         28512.818,                                          ,                                           ,                     3993.470,                      3325.646
      PotatoCultivarJerseyBenny,          2004-02-02,           2004-02-02,                                           ,                                     952.455,                      83.060,                       97.373,                      76.470,                      139.946,                      937.970,                       909.189,                      1.660,                       3.300,                      14.320,                       15.499,                   2.120,                    2.718,                        25748.199,                         27918.198,                                          ,                                           ,                     4665.600,                      4545.944
      PotatoCultivarJerseyBenny,          2004-02-18,           2004-02-18,                                           ,                                    1160.457,                      24.000,                       31.657,                      37.550,                      149.357,                     1019.520,                      1086.129,                      0.780,                       2.964,                      16.370,                       19.164,                   0.630,                    0.853,                        21680.029,                         26935.915,                                          ,                                           ,                     4981.150,                      5430.643
      PotatoCultivarJerseyBenny,          2004-03-01,           2004-03-01,                                           ,                                    1304.527,                       0.170,                        3.042,                      32.460,                      149.357,                     1169.240,                      1150.598,                           ,                       2.964,                            ,                       19.298,                   0.020,                    0.082,                        19751.609,                         26932.048,                                          ,                                           ,                     5727.140,                      5752.988
      PotatoCultivarJerseyBenny,          2004-03-15,           2004-03-15,                                           ,                                    1472.236,                       0.000,                        0.000,                       0.000,                      149.357,                     1082.050,                      1153.925,                           ,                       2.964,                            ,                       19.298,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                     5286.400,                      5769.625
      PotatoCultivarJerseyBenny,          2004-03-30,           2004-03-30,                                           ,                                    1633.118,                       0.000,                        0.000,                       0.000,                      149.357,                      927.520,                      1153.925,                           ,                       2.964,                      16.260,                       19.298,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                     4684.620,                      5769.625
      PotatoCultivarJerseyBenny,          2004-04-13,           2004-04-13,                                           ,                                    1743.215,                       0.000,                        0.000,                       0.000,                      149.357,                     1141.800,                      1153.925,                           ,                       2.964,                            ,                       19.298,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                     5641.150,                      5769.625
      PotatoCultivarJerseyBenny,          2004-06-01,           2004-06-01,                                           ,                                    2167.497,                            ,                        0.000,                            ,                      149.357,                     1180.700,                      1153.925,                           ,                       2.964,                      18.680,                       19.298,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     5780.460,                      5769.625
           PotatoCultivarKaraka,          2003-11-24,           2003-11-24,                                           ,                                     109.615,                      17.870,                        7.062,                      15.280,                        6.744,                        0.000,                         0.000,                           ,                       0.380,                            ,                        0.000,                   0.340,                    0.237,                        19083.381,                         33508.543,                                          ,                                           ,                        0.000,                         0.000
           PotatoCultivarKaraka,          2003-12-08,           2003-12-08,                                           ,                                     262.268,                      79.260,                       48.240,                      65.750,                       36.173,                        7.550,                         0.000,                           ,                       1.852,                            ,                        0.000,                   1.820,                    1.279,                        22714.721,                         26505.350,                                          ,                                           ,                       60.700,                         0.000
           PotatoCultivarKaraka,          2003-12-21,           2003-12-21,                                           ,                                     421.592,                     145.850,                      114.042,                     139.040,                       78.148,                      149.570,                       162.030,                      5.550,                       2.512,                       2.430,                        2.603,                   3.540,                    3.300,                        24060.699,                         28934.484,                                          ,                                           ,                     1027.200,                      1131.991
           PotatoCultivarKaraka,          2004-01-06,           2004-01-06,                                           ,                                     614.665,                     167.630,                      152.687,                     216.620,                      110.107,                      500.230,                       486.482,                           ,                       3.415,                            ,                        8.221,                   4.710,                    4.702,                        27663.930,                         30796.181,                                          ,                                           ,                     2676.130,                      2926.759
           PotatoCultivarKaraka,          2004-01-19,           2004-01-19,                                           ,                                     788.309,                     163.760,                      139.734,                     291.880,                      119.817,                      702.950,                       773.417,                      6.330,                       3.022,                       9.630,                       12.265,                   4.650,                    4.296,                        27958.699,                         30743.836,                                          ,                                           ,                     3703.890,                      3974.081
           PotatoCultivarKaraka,          2004-02-02,           2004-02-02,                                           ,                                     984.608,                     153.070,                      114.783,                     361.930,                      130.101,                     1016.880,                      1043.917,                      5.700,                       2.479,                      14.270,                       15.595,                   4.940,                    3.518,                        32441.490,                         30646.279,                                          ,                                           ,                     5517.000,                      5219.587
           PotatoCultivarKaraka,          2004-02-18,           2004-02-18,                                           ,                                    1192.610,                      92.000,                       61.798,                     320.470,                      146.731,                     1374.620,                      1317.662,                      3.180,                       2.186,                      16.980,                       18.983,                   2.500,                    1.871,                        26855.789,                         30272.913,                                          ,                                           ,                     6585.580,                      6588.312
           PotatoCultivarKaraka,          2004-03-01,           2004-03-01,                                           ,                                    1336.680,                      45.520,                       23.814,                     250.960,                      159.522,                     1477.420,                      1461.868,                           ,                       2.103,                            ,                       21.008,                   1.270,                    0.693,                        26915.391,                         29097.476,                                          ,                                           ,                     7112.330,                      7309.342
           PotatoCultivarKaraka,          2004-03-15,           2004-03-15,                                           ,                                    1504.389,                      22.010,                        2.484,                     202.500,                      162.834,                     1828.160,                      1517.023,                           ,                       1.675,                            ,                       22.805,                   0.580,                    0.071,                        25540.910,                         28500.238,                                          ,                                           ,                     8883.720,                      7585.113
           PotatoCultivarKaraka,          2004-03-30,           2004-03-30,                                           ,                                    1665.271,                       0.510,                        0.000,                      49.210,                      162.834,                     1873.560,                      1519.394,                      0.610,                       1.545,                      23.520,                       23.150,                   0.060,                    0.000,                        20850.000,                             0.000,                                          ,                                           ,                     8852.690,                      7596.969
           PotatoCultivarKaraka,          2004-04-13,           2004-04-13,                                           ,                                    1775.367,                       0.000,                        0.000,                       0.000,                      162.834,                     1686.850,                      1519.394,                           ,                       1.545,                            ,                       23.150,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                     8366.090,                      7596.969
           PotatoCultivarKaraka,          2004-06-01,           2004-06-01,                                           ,                                    2199.650,                            ,                        0.000,                            ,                      162.834,                     1580.730,                      1519.394,                           ,                       1.545,                      21.090,                       23.150,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     8100.070,                      7596.969
          PotatoCultivarNooksac,          2003-11-24,           2003-11-24,                                           ,                                      69.913,                       5.810,                        1.805,                       9.870,                        2.780,                        0.000,                         0.000,                           ,                       0.160,                            ,                        0.000,                   0.100,                    0.066,                        15925.260,                         36522.990,                                          ,                                           ,                        0.000,                         0.000
          PotatoCultivarNooksac,          2003-12-08,           2003-12-08,                                           ,                                     222.565,                      34.580,                       26.623,                      23.040,                       20.531,                        0.380,                         0.000,                           ,                       1.079,                            ,                        0.000,                   0.810,                    0.719,                        22770.689,                         27001.112,                                          ,                                           ,                        3.140,                         0.000
          PotatoCultivarNooksac,          2003-12-21,           2003-12-21,                                           ,                                     381.890,                     128.050,                       85.218,                      68.370,                       56.666,                       85.880,                        79.218,                      3.220,                       2.254,                       1.610,                        1.516,                   2.990,                    2.394,                        23244.449,                         28094.962,                                          ,                                           ,                      564.880,                       561.421
          PotatoCultivarNooksac,          2004-01-06,           2004-01-06,                                           ,                                     574.962,                     175.480,                      163.883,                     119.580,                       95.270,                      349.930,                       348.351,                           ,                       2.816,                            ,                        5.570,                   4.970,                    4.965,                        28386.449,                         30294.676,                                          ,                                           ,                     1983.580,                      2165.685
          PotatoCultivarNooksac,          2004-01-19,           2004-01-19,                                           ,                                     748.606,                     172.570,                      167.137,                     161.400,                      115.537,                      546.390,                       604.576,                      5.030,                       3.149,                       8.750,                        9.870,                   5.600,                    5.130,                        32162.051,                         30692.556,                                          ,                                           ,                     3019.570,                      3297.690
          PotatoCultivarNooksac,          2004-02-02,           2004-02-02,                                           ,                                     944.905,                     129.030,                      139.875,                     189.440,                      125.568,                      887.970,                       871.931,                      4.320,                       2.715,                      14.880,                       13.468,                   4.750,                    4.281,                        36271.102,                         30605.521,                                          ,                                           ,                     4684.630,                      4152.052
          PotatoCultivarNooksac,          2004-02-18,           2004-02-18,                                           ,                                    1152.907,                      80.430,                      100.534,                     165.340,                      140.048,                     1030.560,                      1169.201,                      2.410,                       2.219,                      14.760,                       16.805,                   2.760,                    3.072,                        34476.051,                         30561.725,                                          ,                                           ,                     5126.100,                      5567.624
          PotatoCultivarNooksac,          2004-03-01,           2004-03-01,                                           ,                                    1296.977,                      75.720,                       60.600,                     172.720,                      152.634,                     1257.290,                      1362.945,                           ,                       2.049,                            ,                       19.026,                   2.620,                    1.831,                        33870.078,                         30208.468,                                          ,                                           ,                     6083.450,                      6490.214
          PotatoCultivarNooksac,          2004-03-15,           2004-03-15,                                           ,                                    1464.686,                      24.160,                       23.701,                     113.560,                      163.988,                     1298.040,                      1498.043,                           ,                       1.943,                            ,                       21.049,                   0.790,                    0.685,                        32993.738,                         28894.204,                                          ,                                           ,                     6226.690,                      7133.538
          PotatoCultivarNooksac,          2004-03-30,           2004-03-30,                                           ,                                    1625.568,                       0.230,                        9.093,                      33.740,                      171.481,                     1382.700,                      1561.537,                      0.370,                       1.735,                      20.470,                       22.133,                   0.060,                    0.245,                        39800.000,                         26973.086,                                          ,                                           ,                     6430.190,                      7435.893
          PotatoCultivarNooksac,          2004-04-13,           2004-04-13,                                           ,                                    1735.665,                       0.000,                        0.831,                       0.000,                      171.821,                     1529.150,                      1578.511,                           ,                       1.387,                            ,                       23.015,                        ,                    0.022,                                 ,                         26283.280,                                          ,                                           ,                     6999.180,                      7516.721
          PotatoCultivarNooksac,          2004-06-01,           2004-06-01,                                           ,                                    2159.947,                            ,                        0.000,                            ,                      171.821,                     1370.930,                      1578.895,                           ,                       1.369,                      22.430,                       23.060,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     6723.250,                      7518.549
        PotatoCultivarRedRascal,          2003-11-24,           2003-11-24,                                           ,                                     103.215,                      13.510,                        8.807,                      11.230,                        9.094,                        0.000,                         0.000,                           ,                       0.514,                            ,                        0.000,                   0.270,                    0.311,                        20147.949,                         35359.287,                                          ,                                           ,                        0.010,                         0.000
        PotatoCultivarRedRascal,          2003-12-08,           2003-12-08,                                           ,                                     255.868,                      73.520,                       73.980,                      55.180,                       52.199,                       17.140,                         0.000,                           ,                       2.081,                            ,                        0.000,                   1.970,                    1.971,                        26781.699,                         26643.569,                                          ,                                           ,                      135.840,                         0.000
        PotatoCultivarRedRascal,          2003-12-21,           2003-12-21,                                           ,                                     415.192,                     135.130,                      131.258,                     115.970,                       91.283,                      144.960,                       201.737,                      4.240,                       2.608,                       2.620,                        3.148,                   3.730,                    4.186,                        27053.859,                         31888.661,                                          ,                                           ,                     1048.910,                      1416.410
        PotatoCultivarRedRascal,          2004-01-06,           2004-01-06,                                           ,                                     608.265,                     159.720,                      166.953,                     207.440,                      120.774,                      420.430,                       533.468,                           ,                       3.350,                            ,                        8.473,                   4.700,                    5.459,                        29055.740,                         32699.069,                                          ,                                           ,                     2502.640,                      3319.615
        PotatoCultivarRedRascal,          2004-01-19,           2004-01-19,                                           ,                                     781.909,                     162.460,                      146.828,                     325.610,                      131.103,                      549.040,                       820.655,                      7.120,                       2.897,                       8.150,                       12.047,                   4.600,                    4.805,                        27903.250,                         32725.350,                                          ,                                           ,                     3248.850,                      4455.398
        PotatoCultivarRedRascal,          2004-02-02,           2004-02-02,                                           ,                                     978.208,                     104.640,                      116.037,                     419.240,                      138.388,                      831.560,                      1098.461,                      7.610,                       2.393,                      11.790,                       15.350,                   3.880,                    3.804,                        37690.629,                         32783.375,                                          ,                                           ,                     5135.270,                      5492.303
        PotatoCultivarRedRascal,          2004-02-18,           2004-02-18,                                           ,                                    1186.210,                      94.500,                       68.080,                     510.240,                      149.545,                      959.040,                      1392.153,                      4.570,                       2.004,                      13.080,                       18.603,                   3.360,                    2.202,                        35290.238,                         32350.053,                                          ,                                           ,                     5387.120,                      6960.765
        PotatoCultivarRedRascal,          2004-03-01,           2004-03-01,                                           ,                                    1330.280,                      54.200,                       31.039,                     477.560,                      158.083,                     1142.900,                      1562.185,                           ,                       1.845,                            ,                       20.592,                   1.900,                    0.959,                        36547.941,                         30898.362,                                          ,                                           ,                     6192.630,                      7810.925
        PotatoCultivarRedRascal,          2004-03-15,           2004-03-15,                                           ,                                    1497.989,                      43.770,                       11.019,                     438.840,                      163.875,                     1427.990,                      1647.737,                           ,                       1.681,                            ,                       22.011,                   1.540,                    0.309,                        35927.211,                         28073.582,                                          ,                                           ,                     7575.150,                      8238.685
        PotatoCultivarRedRascal,          2004-03-30,           2004-03-30,                                           ,                                    1658.871,                      12.110,                        1.526,                     262.770,                      165.151,                     1810.930,                      1676.639,                      4.280,                       1.389,                      24.240,                       23.000,                   0.810,                    0.041,                        33661.070,                         27020.859,                                          ,                                           ,                     8733.020,                      8383.193
        PotatoCultivarRedRascal,          2004-04-13,           2004-04-13,                                           ,                                    1768.967,                       0.000,                        0.000,                     102.270,                      165.151,                     1718.030,                      1677.805,                           ,                       1.350,                            ,                       23.116,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                     8338.420,                      8389.027
        PotatoCultivarRedRascal,          2004-06-01,           2004-06-01,                                           ,                                    2193.250,                            ,                        0.000,                            ,                      165.151,                     1604.790,                      1677.805,                           ,                       1.350,                      21.270,                       23.116,                        ,                    0.000,                                 ,                             0.000,                                     yield,                                      yield,                     7958.330,                      8389.027
              PotatoCultivarRua,          2003-11-24,           2003-11-24,                                           ,                                     103.215,                       5.170,                        4.951,                       6.380,                        4.861,                        0.000,                         0.000,                           ,                       0.275,                            ,                        0.000,                   0.100,                    0.173,                        19029.449,                         34904.341,                                          ,                                           ,                        0.000,                         0.000
              PotatoCultivarRua,          2003-12-08,           2003-12-08,                                           ,                                     255.868,                      42.710,                       38.884,                      25.790,                       30.101,                        0.190,                         0.000,                           ,                       1.548,                            ,                        0.000,                   0.950,                    1.032,                        22163.840,                         26534.629,                                          ,                                           ,                        1.570,                         0.000
              PotatoCultivarRua,          2003-12-21,           2003-12-21,                                           ,                                     415.192,                     132.150,                      106.089,                      73.930,                       69.943,                       52.540,                       137.347,                      3.350,                       2.349,                       1.070,                        2.345,                   2.970,                    2.927,                        22276.801,                         27589.484,                                          ,                                           ,                      410.350,                       952.780
              PotatoCultivarRua,          2004-01-06,           2004-01-06,                                           ,                                     608.265,                     177.720,                      152.649,                     136.840,                      105.034,                      306.750,                       447.228,                           ,                       3.276,                            ,                        7.569,                   4.380,                    4.564,                        24373.301,                         29898.354,                                          ,                                           ,                     1770.590,                      2621.846
              PotatoCultivarRua,          2004-01-19,           2004-01-19,                                           ,                                     781.909,                     197.930,                      142.963,                     225.740,                      115.634,                      464.540,                       730.063,                      6.440,                       3.081,                       6.790,                       11.917,                   5.090,                    4.275,                        25271.920,                         29900.610,                                          ,                                           ,                     2727.290,                      3581.439
              PotatoCultivarRua,          2004-02-02,           2004-02-02,                                           ,                                     978.208,                     134.510,                      120.611,                     261.220,                      126.810,                      663.160,                       998.381,                      6.050,                       2.526,                       9.570,                       15.262,                   4.450,                    3.586,                        32598.080,                         29733.585,                                          ,                                           ,                     4381.440,                      4754.195
              PotatoCultivarRua,          2004-02-18,           2004-02-18,                                           ,                                    1186.210,                     112.940,                       68.759,                     270.050,                      145.081,                      883.060,                      1271.691,                      3.770,                       2.238,                      11.230,                       18.653,                   3.420,                    2.016,                        30470.590,                         29317.579,                                          ,                                           ,                     4547.240,                      6055.674
              PotatoCultivarRua,          2004-03-01,           2004-03-01,                                           ,                                    1330.280,                      85.130,                       27.653,                     275.360,                      159.381,                     1125.730,                      1417.794,                           ,                       2.195,                            ,                       20.762,                   2.650,                    0.790,                        31120.039,                         28567.483,                                          ,                                           ,                     5630.370,                      6751.401
              PotatoCultivarRua,          2004-03-15,           2004-03-15,                                           ,                                    1497.989,                      47.290,                        3.059,                     253.400,                      163.410,                     1284.620,                      1479.947,                           ,                       1.742,                            ,                       22.719,                   1.420,                    0.087,                        29254.580,                         28440.873,                                          ,                                           ,                     6267.500,                      7047.369
              PotatoCultivarRua,          2004-03-30,           2004-03-30,                                           ,                                    1658.871,                      12.200,                        0.000,                     199.090,                      163.410,                     1406.120,                      1482.964,                      2.970,                       1.570,                      17.150,                       23.157,                   0.440,                    0.000,                        32523.439,                             0.000,                                          ,                                           ,                     6407.870,                      7061.731
              PotatoCultivarRua,          2004-04-13,           2004-04-13,                                           ,                                    1768.967,                       0.000,                        0.000,                     128.310,                      163.410,                     1619.400,                      1482.964,                           ,                       1.570,                            ,                       23.157,                        ,                    0.000,                                 ,                             0.000,                                          ,                                           ,                     7408.930,                      7061.731
